Region,Region_slug,Province,Area_display,Area_slug,Area_level,Year,Month,Employed,Weight
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1029.9977
NCR,ncr,,,,city/municipality,2023,12,0.0,948.2201
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1244.089
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1127.2968
NCR,ncr,,,,city/municipality,2023,12,0.0,875.6588
NCR,ncr,,,,city/municipality,2023,12,0.0,875.6588
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1712.5261
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1029.9977
NCR,ncr,,,,city/municipality,2023,12,0.0,1127.2968
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1127.2968
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1624.757
NCR,ncr,,,,city/municipality,2023,12,0.0,2113.0831
NCR,ncr,,,,city/municipality,2023,12,0.0,875.6588
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,948.2201
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1624.757
NCR,ncr,,,,city/municipality,2023,12,0.0,2113.0831
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1127.2968
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1624.757
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,948.2201
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1478.1541
NCR,ncr,,,,city/municipality,2023,12,0.0,875.6588
NCR,ncr,,,,city/municipality,2023,12,0.0,875.6588
NCR,ncr,,,,city/municipality,2023,12,0.0,1584.359
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1549.1612
NCR,ncr,,,,city/municipality,2023,12,0.0,853.8864
NCR,ncr,,,,city/municipality,2023,12,0.0,1074.3881
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1074.3881
NCR,ncr,,,,city/municipality,2023,12,0.0,853.8864
NCR,ncr,,,,city/municipality,2023,12,0.0,1004.3878
NCR,ncr,,,,city/municipality,2023,12,0.0,1074.3881
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,924.6435
NCR,ncr,,,,city/municipality,2023,12,0.0,895.2268
NCR,ncr,,,,city/municipality,2023,12,,1309.256
NCR,ncr,,,,city/municipality,2023,12,,2060.5433
NCR,ncr,,,,city/municipality,2023,12,0.0,1669.9458
NCR,ncr,,,,city/municipality,2023,12,0.0,1004.3878
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1549.1612
NCR,ncr,NCR,Caloocan,caloocan,city/municipality,2023,12,1.0,1584.359
NCR,ncr,,,,city/municipality,2023,12,0.0,853.8864
NCR,ncr,,,,city/municipality,2023,12,0.0,853.8864
NCR,ncr,,,,city/municipality,2023,12,0.0,2060.5433
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,1549.1612
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1584.359
NCR,ncr,,,,city/municipality,2023,12,0.0,853.8864
NCR,ncr,,,,city/municipality,2023,12,0.0,1309.256
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1395.9036
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1441.4013
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,895.2268
NCR,ncr,,,,city/municipality,2023,12,,853.8864
NCR,ncr,,,,city/municipality,2023,12,0.0,853.8864
NCR,ncr,,,,city/municipality,2023,12,0.0,895.2268
NCR,ncr,,,,city/municipality,2023,12,0.0,853.8864
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,895.2268
NCR,ncr,,,,city/municipality,2023,12,0.0,1309.256
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1395.9036
NCR,ncr,,,,city/municipality,2023,12,0.0,1213.1559
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,895.2268
NCR,ncr,,,,city/municipality,2023,12,0.0,853.8864
NCR,ncr,,,,city/municipality,2023,12,0.0,1213.1559
NCR,ncr,,,,city/municipality,2023,12,0.0,1074.3881
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1099.2676
NCR,ncr,,,,city/municipality,2023,12,0.0,853.8864
NCR,ncr,,,,city/municipality,2023,12,0.0,1074.3881
NCR,ncr,,,,city/municipality,2023,12,0.0,1074.3881
NCR,ncr,,,,city/municipality,2023,12,0.0,1309.256
NCR,ncr,,,,city/municipality,2023,12,0.0,1669.9458
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1099.2676
NCR,ncr,,,,city/municipality,2023,12,0.0,1213.1559
NCR,ncr,,,,city/municipality,2023,12,0.0,1309.256
NCR,ncr,Rizal,Antipolo,antipolo,city/municipality,2023,12,1.0,1099.2676
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1584.359
NCR,ncr,,,,city/municipality,2023,12,0.0,1074.3881
NCR,ncr,,,,city/municipality,2023,12,0.0,1213.1559
NCR,ncr,,,,city/municipality,2023,12,0.0,853.8864
NCR,ncr,,,,city/municipality,2023,12,0.0,1074.3881
NCR,ncr,,,,city/municipality,2023,12,0.0,853.8864
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,924.6435
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,895.2268
NCR,ncr,,,,city/municipality,2023,12,,1309.256
NCR,ncr,,,,city/municipality,2023,12,0.0,1396.7158
NCR,ncr,NCR,Makati,makati,city/municipality,2023,12,1.0,915.3163
NCR,ncr,,,,city/municipality,2023,12,,1416.1358
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1302.0978
NCR,ncr,,,,city/municipality,2023,12,0.0,971.0318
NCR,ncr,NCR,Paranaque,paranaque,city/municipality,2023,12,1.0,915.3163
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1148.6702
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1646.9444
NCR,ncr,,,,city/municipality,2023,12,0.0,971.0318
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,915.3163
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1416.1358
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1293.4283
NCR,ncr,,,,city/municipality,2023,12,0.0,1642.7387
NCR,ncr,,,,city/municipality,2023,12,0.0,1146.1349
NCR,ncr,NCR,Pasay City,pasay-city,city/municipality,2023,12,1.0,2035.276
NCR,ncr,NCR,Paranaque,paranaque,city/municipality,2023,12,1.0,1416.1358
NCR,ncr,,,,city/municipality,2023,12,0.0,971.0318
NCR,ncr,,,,city/municipality,2023,12,0.0,1146.1349
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1293.4283
NCR,ncr,,,,city/municipality,2023,12,0.0,1646.9444
NCR,ncr,,,,city/municipality,2023,12,0.0,1642.7387
NCR,ncr,,,,city/municipality,2023,12,,1642.7387
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,2035.276
NCR,ncr,,,,city/municipality,2023,12,0.0,1416.1358
NCR,ncr,,,,city/municipality,2023,12,0.0,1146.1349
NCR,ncr,,,,city/municipality,2023,12,0.0,1146.1349
NCR,ncr,,,,city/municipality,2023,12,0.0,1642.7387
NCR,ncr,,,,city/municipality,2023,12,,1146.1349
NCR,ncr,,,,city/municipality,2023,12,0.0,1301.1451
NCR,ncr,,,,city/municipality,2023,12,0.0,1434.808
NCR,ncr,Cavite,General Trias,general-trias,city/municipality,2023,12,1.0,1454.7576
NCR,ncr,NCR,Makati,makati,city/municipality,2023,12,1.0,1691.861
NCR,ncr,,,,city/municipality,2023,12,,1179.9976
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,2090.7834
NCR,ncr,Cavite,General Trias,general-trias,city/municipality,2023,12,1.0,1454.7576
NCR,ncr,,,,city/municipality,2023,12,0.0,1337.6095
NCR,ncr,,,,city/municipality,2023,12,0.0,1337.6095
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,940.2794
NCR,ncr,,,,city/municipality,2023,12,0.0,1475.9
NCR,ncr,,,,city/municipality,2023,12,0.0,1328.7036
NCR,ncr,,,,city/municipality,2023,12,0.0,1337.6095
NCR,ncr,,,,city/municipality,2023,12,0.0,1177.3931
NCR,ncr,,,,city/municipality,2023,12,0.0,1687.5406
NCR,ncr,,,,city/municipality,2023,12,,1687.5406
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1454.7576
NCR,ncr,,,,city/municipality,2023,12,,940.2794
NCR,ncr,,,,city/municipality,2023,12,0.0,1687.5406
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1328.7036
NCR,ncr,,,,city/municipality,2023,12,0.0,1177.3931
NCR,ncr,,,,city/municipality,2023,12,0.0,1177.3931
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1454.7576
NCR,ncr,,,,city/municipality,2023,12,,2090.7834
NCR,ncr,,,,city/municipality,2023,12,0.0,1337.6095
NCR,ncr,,,,city/municipality,2023,12,0.0,1337.6095
NCR,ncr,,,,city/municipality,2023,12,0.0,1328.7036
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1179.9976
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1475.9
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1454.7576
NCR,ncr,NCR,Pasay City,pasay-city,city/municipality,2023,12,1.0,1328.7036
NCR,ncr,,,,city/municipality,2023,12,0.0,1337.6095
NCR,ncr,,,,city/municipality,2023,12,0.0,997.5145
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,940.2794
NCR,ncr,,,,city/municipality,2023,12,0.0,1179.9976
NCR,ncr,,,,city/municipality,2023,12,0.0,997.5145
NCR,ncr,,,,city/municipality,2023,12,0.0,1687.5406
NCR,ncr,,,,city/municipality,2023,12,0.0,1177.3931
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,940.2794
NCR,ncr,,,,city/municipality,2023,12,0.0,1179.9976
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1454.7576
NCR,ncr,,,,city/municipality,2023,12,0.0,1687.5406
NCR,ncr,,,,city/municipality,2023,12,0.0,1177.3931
NCR,ncr,,,,city/municipality,2023,12,0.0,1687.5406
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1328.7036
NCR,ncr,,,,city/municipality,2023,12,0.0,1687.5406
NCR,ncr,,,,city/municipality,2023,12,,1687.5406
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,2129.2117
NCR,ncr,,,,city/municipality,2023,12,0.0,1481.4958
NCR,ncr,,,,city/municipality,2023,12,0.0,1718.5573
NCR,ncr,,,,city/municipality,2023,12,0.0,1199.0334
NCR,ncr,,,,city/municipality,2023,12,0.0,1199.0334
NCR,ncr,,,,city/municipality,2023,12,,1718.5573
NCR,ncr,NCR,Paranaque,paranaque,city/municipality,2023,12,1.0,957.5616
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1201.6857
NCR,ncr,,,,city/municipality,2023,12,0.0,1015.8486
NCR,ncr,,,,city/municipality,2023,12,0.0,1718.5573
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1503.0268
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1883.3489
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1201.6857
NCR,ncr,NCR,Pasay City,pasay-city,city/municipality,2023,12,1.0,957.5616
NCR,ncr,,,,city/municipality,2023,12,0.0,1722.9571
NCR,ncr,,,,city/municipality,2023,12,0.0,1015.8486
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1015.8486
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,2129.2117
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1201.6857
NCR,ncr,,,,city/municipality,2023,12,0.0,1362.1945
NCR,ncr,,,,city/municipality,2023,12,0.0,1015.8486
NCR,ncr,,,,city/municipality,2023,12,0.0,1199.0334
NCR,ncr,,,,city/municipality,2023,12,0.0,1199.0334
NCR,ncr,,,,city/municipality,2023,12,0.0,1353.1249
NCR,ncr,Cavite,Dasmarinas,dasmarinas,city/municipality,2023,12,1.0,1722.9571
NCR,ncr,,,,city/municipality,2023,12,,1199.0334
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,0.0,1201.6857
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1883.3489
NCR,ncr,NCR,Makati,makati,city/municipality,2023,12,1.0,1362.1945
NCR,ncr,,,,city/municipality,2023,12,0.0,2129.2117
NCR,ncr,,,,city/municipality,2023,12,0.0,1883.3489
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1461.1796
NCR,ncr,,,,city/municipality,2023,12,0.0,1325.0599
NCR,ncr,,,,city/municipality,2023,12,0.0,1461.1796
NCR,ncr,,,,city/municipality,2023,12,0.0,1722.9571
NCR,ncr,,,,city/municipality,2023,12,0.0,1362.1945
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1722.9571
NCR,ncr,,,,city/municipality,2023,12,0.0,1883.3489
NCR,ncr,,,,city/municipality,2023,12,0.0,1503.0268
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1353.1249
NCR,ncr,,,,city/municipality,2023,12,0.0,1461.1796
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,0.0,957.5616
NCR,ncr,,,,city/municipality,2023,12,0.0,1201.6857
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,2129.2117
NCR,ncr,,,,city/municipality,2023,12,,1201.6857
NCR,ncr,,,,city/municipality,2023,12,0.0,1015.8486
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,957.5616
NCR,ncr,,,,city/municipality,2023,12,0.0,1325.0599
NCR,ncr,,,,city/municipality,2023,12,0.0,1015.8486
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1353.1249
NCR,ncr,,,,city/municipality,2023,12,0.0,1012.2271
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1357.3383
NCR,ncr,,,,city/municipality,2023,12,,1194.7588
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,954.1478
NCR,ncr,,,,city/municipality,2023,12,0.0,1197.4017
NCR,ncr,,,,city/municipality,2023,12,0.0,1357.3383
NCR,ncr,,,,city/municipality,2023,12,0.0,1012.2271
NCR,ncr,,,,city/municipality,2023,12,0.0,1012.2271
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1357.3383
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1348.301
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1348.301
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1357.3383
NCR,ncr,,,,city/municipality,2023,12,0.0,1012.2271
NCR,ncr,,,,city/municipality,2023,12,,1712.4306
NCR,ncr,,,,city/municipality,2023,12,,1194.7588
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,954.1478
NCR,ncr,,,,city/municipality,2023,12,0.0,1194.7588
NCR,ncr,,,,city/municipality,2023,12,0.0,1012.2271
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1357.3383
NCR,ncr,,,,city/municipality,2023,12,,1194.7588
NCR,ncr,,,,city/municipality,2023,12,,1712.4306
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,2121.621
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1476.2142
NCR,ncr,,,,city/municipality,2023,12,0.0,1357.3383
NCR,ncr,,,,city/municipality,2023,12,0.0,1194.7588
NCR,ncr,,,,city/municipality,2023,12,0.0,1194.7588
NCR,ncr,,,,city/municipality,2023,12,,1194.7588
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1320.336
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1497.6685
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1348.301
NCR,ncr,,,,city/municipality,2023,12,0.0,1012.2271
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,2121.621
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1476.2142
NCR,ncr,,,,city/municipality,2023,12,0.0,1194.7588
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,2121.621
NCR,ncr,,,,city/municipality,2023,12,0.0,1497.6685
NCR,ncr,,,,city/municipality,2023,12,0.0,1194.7588
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1476.2142
NCR,ncr,,,,city/municipality,2023,12,0.0,1712.4306
NCR,ncr,,,,city/municipality,2023,12,0.0,1712.4306
NCR,ncr,,,,city/municipality,2023,12,0.0,1712.4306
NCR,ncr,Laguna,San Pedro,san-pedro,city/municipality,2023,12,1.0,954.1478
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,1476.2142
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,954.1478
NCR,ncr,,,,city/municipality,2023,12,0.0,1476.2142
NCR,ncr,,,,city/municipality,2023,12,0.0,1012.2271
NCR,ncr,,,,city/municipality,2023,12,0.0,1712.4306
NCR,ncr,,,,city/municipality,2023,12,0.0,1712.4306
NCR,ncr,,,,city/municipality,2023,12,0.0,1712.4306
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,2121.621
NCR,ncr,,,,city/municipality,2023,12,0.0,1197.4017
NCR,ncr,,,,city/municipality,2023,12,0.0,1012.2271
NCR,ncr,,,,city/municipality,2023,12,0.0,1357.3383
NCR,ncr,,,,city/municipality,2023,12,0.0,1194.7588
NCR,ncr,,,,city/municipality,2023,12,0.0,1194.7588
NCR,ncr,,,,city/municipality,2023,12,0.0,1455.9704
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,954.1478
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1476.2142
NCR,ncr,,,,city/municipality,2023,12,0.0,1194.7588
NCR,ncr,NCR,Pasay City,pasay-city,city/municipality,2023,12,1.0,970.7899
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1501.9621
NCR,ncr,,,,city/municipality,2023,12,0.0,1029.8822
NCR,ncr,,,,city/municipality,2023,12,0.0,1381.0127
NCR,ncr,,,,city/municipality,2023,12,0.0,1215.5975
NCR,ncr,,,,city/municipality,2023,12,0.0,1215.5975
NCR,ncr,,,,city/municipality,2023,12,0.0,1742.2985
NCR,ncr,,,,city/municipality,2023,12,,1742.2985
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1381.0127
NCR,ncr,,,,city/municipality,2023,12,0.0,1029.8822
NCR,ncr,,,,city/municipality,2023,12,,1215.5975
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1523.7905
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,970.7899
NCR,ncr,,,,city/municipality,2023,12,0.0,1218.2865
NCR,ncr,,,,city/municipality,2023,12,0.0,1029.8822
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,2158.6259
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1371.8178
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1909.3666
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1218.2865
NCR,ncr,Cavite,Imus,imus,city/municipality,2023,12,1.0,1746.7591
NCR,ncr,,,,city/municipality,2023,12,0.0,1029.8822
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1218.2865
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1371.8178
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1381.0127
NCR,ncr,,,,city/municipality,2023,12,0.0,1343.3651
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1523.7905
NCR,ncr,,,,city/municipality,2023,12,0.0,1029.8822
NCR,ncr,,,,city/municipality,2023,12,0.0,1381.0127
NCR,ncr,,,,city/municipality,2023,12,0.0,1381.0127
NCR,ncr,Cavite,Dasmarinas,dasmarinas,city/municipality,2023,12,1.0,1909.3666
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1218.2865
NCR,ncr,,,,city/municipality,2023,12,0.0,1742.2985
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1371.8178
NCR,ncr,,,,city/municipality,2023,12,0.0,1215.5975
NCR,ncr,,,,city/municipality,2023,12,0.0,1909.3666
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1523.7905
NCR,ncr,NCR,Makati,makati,city/municipality,2023,12,1.0,1371.8178
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,970.7899
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1218.2865
NCR,ncr,,,,city/municipality,2023,12,0.0,1371.8178
NCR,ncr,,,,city/municipality,2023,12,0.0,1381.0127
NCR,ncr,,,,city/municipality,2023,12,0.0,1381.0127
NCR,ncr,,,,city/municipality,2023,12,0.0,1215.5975
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,970.7899
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1371.8178
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1746.7591
NCR,ncr,,,,city/municipality,2023,12,0.0,1481.3652
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1523.7905
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1746.7591
NCR,ncr,,,,city/municipality,2023,12,0.0,1746.7591
NCR,ncr,,,,city/municipality,2023,12,0.0,1029.8822
NCR,ncr,,,,city/municipality,2023,12,0.0,1029.8822
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,970.7899
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1501.9621
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1381.0127
NCR,ncr,,,,city/municipality,2023,12,0.0,1742.2985
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1909.3666
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1746.7591
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1746.7591
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1746.7591
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1371.8178
NCR,ncr,,,,city/municipality,2023,12,0.0,1742.2985
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,896.1138
NCR,ncr,,,,city/municipality,2023,12,0.0,1386.4266
NCR,ncr,,,,city/municipality,2023,12,0.0,1274.781
NCR,ncr,,,,city/municipality,2023,12,0.0,950.6605
NCR,ncr,,,,city/municipality,2023,12,0.0,1274.781
NCR,ncr,,,,city/municipality,2023,12,0.0,1608.2756
NCR,ncr,,,,city/municipality,2023,12,0.0,1122.0901
NCR,ncr,,,,city/municipality,2023,12,0.0,1608.2756
NCR,ncr,,,,city/municipality,2023,12,,1608.2756
NCR,ncr,,,,city/municipality,2023,12,0.0,1266.2934
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1612.3931
NCR,ncr,,,,city/municipality,2023,12,0.0,1122.0901
NCR,ncr,,,,city/municipality,2023,12,,1122.0901
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1762.4923
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1240.0293
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1406.5759
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,950.6605
NCR,ncr,,,,city/municipality,2023,12,0.0,950.6605
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1386.4266
NCR,ncr,,,,city/municipality,2023,12,0.0,1122.0901
NCR,ncr,,,,city/municipality,2023,12,0.0,1122.0901
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1992.5778
NCR,ncr,,,,city/municipality,2023,12,0.0,1266.2934
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,896.1138
NCR,ncr,,,,city/municipality,2023,12,0.0,1124.5722
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1612.3931
NCR,ncr,NCR,Taguig,taguig,city/municipality,2023,12,1.0,1266.2934
NCR,ncr,NCR,Taguig,taguig,city/municipality,2023,12,1.0,1612.3931
NCR,ncr,,,,city/municipality,2023,12,0.0,1122.0901
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1240.0293
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1406.5759
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1612.3931
NCR,ncr,,,,city/municipality,2023,12,0.0,1266.2934
NCR,ncr,,,,city/municipality,2023,12,0.0,1122.0901
NCR,ncr,,,,city/municipality,2023,12,0.0,1608.2756
NCR,ncr,,,,city/municipality,2023,12,,1608.2756
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1386.4266
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1612.3931
NCR,ncr,,,,city/municipality,2023,12,0.0,1266.2934
NCR,ncr,,,,city/municipality,2023,12,0.0,1122.0901
NCR,ncr,,,,city/municipality,2023,12,0.0,1406.5759
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1612.3931
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,950.6605
NCR,ncr,,,,city/municipality,2023,12,,1122.0901
NCR,ncr,,,,city/municipality,2023,12,0.0,950.6605
